48.5,0.049,0.022
44.437,0.045,0.022
44.78,0.045,0.022
44.751,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
44.753,0.045,0.022
64.237,0.047,0.032
59.086,0.043,0.032
59.502,0.043,0.032
59.468,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
59.471,0.043,0.032
102.929,0.049,0.06
94.333,0.045,0.06
95.056,0.045,0.06
94.995,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
95,0.045,0.06
183.815,0.047,0.13
168.867,0.044,0.13
170.091,0.044,0.13
169.991,0.044,0.13
169.999,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
169.998,0.044,0.13
204.641,0.02,0.15
197.571,0.02,0.15
197.816,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
197.808,0.02,0.15
204.641,0.002,0.15
203.81,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
203.813,0.002,0.15
